word,start,end,probability,stimulus_id
Quiero,0.0,0.44,0.7333984375,1
cortarme,0.44,1.06,0.5625,1
el,1.06,1.18,0.45458984375,1
pelo,1.18,1.5,0.8935546875,1
El,0.0,0.3,0.047943115234375,2
libro,0.3,0.5,0.54541015625,2
está,0.5,0.94,0.28759765625,2
en,0.94,1.12,0.9560546875,2
la,1.12,1.22,0.95458984375,2
mesa,1.22,1.48,0.99755859375,2
El,0.0,0.28,0.475341796875,3
carro,0.28,0.62,0.98388671875,3
no,0.62,0.82,0.98486328125,3
tiene,0.82,1.1,0.99560546875,3
pelo,1.1,1.6,0.935546875,3
El,0.0,0.26,0.517578125,4
se,0.26,0.46,0.046356201171875,4
ducha,0.46,0.78,0.7451171875,4
cada,0.78,1.12,0.89599609375,4
mañana,1.12,1.4,0.9970703125,4
¿Qué,0.0,0.2,0.3974609375,5
dice,0.2,0.46,0.9052734375,5
usted,0.46,0.84,0.1331787109375,5
que,0.84,1.12,0.0401611328125,5
va,1.12,1.38,0.93359375,5
a,1.38,1.5,0.9755859375,5
hacer,1.5,1.6,0.032928466796875,5
hoy?,1.6,1.88,0.974609375,5
Dudo,0.0,0.4,0.0027980804443359375,6
que,0.4,0.64,0.96435546875,6
sepa,0.64,1.06,0.47216796875,6
manejar,1.06,1.52,0.493408203125,6
bien,1.52,1.78,0.9873046875,6
Las,0.0,0.24,0.87646484375,7
calles,0.24,0.74,0.90625,7
de,0.74,0.88,0.99462890625,7
esta,0.88,1.16,0.94384765625,7
ciudad,1.16,1.6,0.9970703125,7
son,1.6,2.1,0.97705078125,7
muy,2.1,2.46,0.98974609375,7
anchas,2.46,3.42,0.498046875,7
Puede,0.0,0.32,0.6982421875,8
que,0.32,0.52,0.990234375,8
llueva,0.52,0.84,0.376708984375,8
mañana,0.84,1.12,0.998046875,8
todo,1.12,1.52,0.9453125,8
el,1.52,1.8,0.71484375,8
día,1.8,1.98,0.98193359375,8
Las,0.0,0.28,0.85498046875,9
casas,0.28,0.7,0.873046875,9
son,0.7,0.94,0.974609375,9
muy,0.94,1.14,0.9970703125,9
bonitas,1.14,1.72,0.576171875,9
pero,1.72,2.12,0.73095703125,9
caras,2.12,2.74,0.9755859375,9
Me,0.0,0.22,0.57373046875,10
gustan,0.22,0.7,0.7802734375,10
las,0.7,0.86,0.994140625,10
películas,0.86,1.52,0.904296875,10
que,1.52,1.68,0.97802734375,10
acaban,1.68,2.18,0.9912109375,10
bien,2.18,2.42,0.98828125,10
El,0.0,0.26,0.75,11
chico,0.26,0.7,0.974609375,11
con,0.7,1.0,0.97021484375,11
esto,1.0,1.3,0.99072265625,11
algo,1.3,1.74,0.97314453125,11
es,1.74,2.12,0.984375,11
español,2.12,2.52,0.986328125,11
Después,0.0,0.36,0.9267578125,12
de,0.36,0.68,0.9716796875,12
cenar,0.68,1.14,0.97509765625,12
me,1.14,1.38,0.75390625,12
fui,1.38,1.62,0.99267578125,12
a,1.62,1.9,0.97900390625,12
dormir,1.9,2.44,0.98779296875,12
tranquilo,2.44,3.42,0.9658203125,12
Quiero,0.0,0.48,0.6123046875,13
una,0.48,0.74,0.58203125,13
casa,0.74,1.08,0.8779296875,13
en,1.08,1.42,0.8056640625,13
la,1.42,1.6,0.0037631988525390625,13
que,1.6,1.82,0.107666015625,13
vivan,1.82,2.14,0.466064453125,13
