word,start,end,probability,stimulus_id
Quiero,0.0,0.38,0.6416015625,1
cortarme,0.38,1.28,0.1826171875,1
el...,1.28,1.54,0.09796142578125,1
El,0.0,0.28,0.583984375,2
libro,0.28,0.56,0.96923828125,2
está,0.56,1.12,0.81640625,2
en,1.12,1.32,0.054931640625,2
la,1.32,1.4,0.990234375,2
mesa,1.4,1.74,0.9990234375,2
El,0.0,0.2,0.71435546875,3
carro,0.2,0.54,0.9638671875,3
lo,0.54,0.82,0.9599609375,3
tiene,0.82,1.1,0.88916015625,3
Pedro,1.1,1.56,9.387731552124023e-05,3
El,0.0,0.34,0.471435546875,4
se,0.34,0.54,0.01253509521484375,4
ducha,0.54,0.8,0.037445068359375,4
cada,0.8,1.12,0.00836181640625,4
mañana,1.12,1.48,0.99169921875,4
¿Qué,0.0,0.2,0.233642578125,5
dice,0.2,0.42,0.01413726806640625,5
usted,0.42,0.72,0.3203125,5
que,0.72,0.88,0.4990234375,5
va,0.88,1.12,0.0133209228515625,5
a,1.12,1.3,0.9541015625,5
hacer,1.3,1.32,0.07073974609375,5
hoy?,1.32,1.6,0.95703125,5
Duros,0.0,0.5,0.337158203125,6
de,0.5,0.84,0.95166015625,6
calizar,0.84,2.2,0.451171875,6
también,2.2,3.56,0.82080078125,6
Las,0.0,0.26,0.043914794921875,7
calles,0.26,0.9,0.7646484375,7
son,0.9,1.58,0.2734375,7
de...,1.58,3.0,0.58642578125,7
Los,4.86,5.62,0.18798828125,7
calles.,5.62,6.0,0.69189453125,7
Puede,0.0,0.36,0.420166015625,8
que,0.36,0.74,0.0292816162109375,8
haya,0.74,0.74,0.06866455078125,8
que,0.74,1.28,0.10797119140625,8
seguir,1.28,1.74,0.9619140625,8
en,1.74,2.02,0.131103515625,8
la,2.02,2.18,0.2208251953125,8
calle,2.18,2.44,0.74853515625,8
Las,0.0,0.18,0.1441650390625,9
casas,0.18,0.6,0.97314453125,9
son,0.6,0.74,0.95166015625,9
bonitas,0.74,1.42,0.7890625,9
pero,1.42,1.72,0.70654296875,9
caras,1.72,2.36,0.9560546875,9
Me,0.0,0.2,0.73681640625,10
gustan,0.2,0.64,0.974609375,10
las,0.64,0.82,0.994140625,10
películas,0.82,1.7,0.5,10
pecar,1.7,2.36,0.52197265625,10
bien,2.36,2.96,0.71044921875,10
El,0.0,0.26,0.29150390625,11
chico,0.26,0.72,0.9580078125,11
es,0.72,1.12,0.94580078125,11
un,1.12,1.76,0.8896484375,11
ponalio,1.76,3.2,0.4990234375,11
es,3.2,3.92,0.2313232421875,11
español,3.92,4.46,0.1754150390625,11
Después,0.0,0.52,0.47900390625,12
de,0.52,1.08,0.1925048828125,12
llegar,1.08,2.04,0.97802734375,12
a,2.04,2.14,0.4072265625,12
dormir,2.14,3.52,0.98779296875,12
Quiero,0.0,0.36,0.857421875,13
la,0.36,0.58,0.94091796875,13
casa,0.58,1.02,0.98046875,13
estar,1.02,2.0,0.288818359375,13
a,2.0,3.0,0.8330078125,13
mis,3.0,3.18,0.1497802734375,13
animales,3.18,3.78,0.99609375,13
A,0.0,0.24,0.308349609375,14
nosotros,0.24,0.64,0.9296875,14
fascinamos,0.64,2.26,0.459716796875,14
a,2.26,3.42,0.69189453125,14
los,3.42,3.78,0.89794921875,14
nosotros.,3.78,4.4,0.7392578125,14
Ella,0.0,0.48,0.0007433891296386719,15
es,0.48,1.08,0.96630859375,15
el,1.08,1.86,0.8955078125,15
conversino,1.86,3.92,0.6572265625,15
del...,3.92,5.58,0.38671875,15
Me,0.0,0.3,0.385009765625,16
gustaría,0.3,0.64,0.98486328125,16
que,0.64,1.14,0.9912109375,16
los,1.14,1.42,0.9658203125,16
precios,1.42,2.02,0.736328125,16
bestas,2.02,4.74,0.368408203125,16
ya,4.74,5.5,0.32763671875,16
Cruzar,0.0,0.7,0.39794921875,17
a,0.7,1.14,0.9248046875,17
la,1.14,1.3,0.99560546875,17
derecha,1.3,2.0,0.7998046875,17
Ella,0.0,0.5,0.005786895751953125,18
ha,0.5,1.08,0.055908203125,18
terminado,1.08,2.32,0.9853515625,18
de,2.32,3.12,0.04803466796875,18
espasar,3.12,4.08,0.2386474609375,18
su,4.08,4.12,0.01043701171875,18
apartamento,4.12,5.64,0.44384765625,18
Me,0.0,0.24,0.73095703125,19
gustaría,0.24,0.6,0.92919921875,19
hacer,0.6,1.24,0.8408203125,19
"pincaz,",1.24,2.52,0.38720703125,19
esta,3.62,4.3,0.41015625,19
gustaría,4.3,5.88,0.1788330078125,19
pronto,5.88,6.28,0.966796875,19
El,0.0,0.42,0.748046875,20
"niño,",0.42,0.76,0.9638671875,20
el,1.04,1.44,0.90185546875,20
niño,1.44,1.86,0.98095703125,20
ciriocato,1.86,3.08,0.64208984375,20
es,3.08,3.9,0.58251953125,20
tan,3.9,4.52,0.962890625,20
muy,4.52,4.86,0.9501953125,20
triste,4.86,5.36,0.99853515625,20
Una,0.0,0.38,0.70166015625,21
amiga,0.38,0.8,0.98193359375,21
picado,0.8,1.96,0.37548828125,21
en,1.96,3.18,0.90625,21
mi,3.18,3.46,0.98779296875,21
vecino,3.46,4.8,0.501953125,21
El,0.0,0.28,0.7001953125,22
gato,0.28,0.7,0.82568359375,22
sin,0.7,1.2,0.0751953125,22
niña,1.2,3.04,0.5146484375,22
negro,3.04,3.94,0.98681640625,22
y,3.94,5.1,0.75,22
el,5.1,5.34,0.8388671875,22
perro,5.34,6.28,0.47998046875,22
¿Qué,0.0,0.28,0.466796875,23
es,0.28,0.54,0.884765625,23
el,0.54,0.74,0.7744140625,23
limpiar,0.74,1.24,0.677734375,23
tu,1.24,1.6,0.1505126953125,23
cuarto?,1.6,2.6,0.413330078125,23
La,0.0,0.36,0.1531982421875,24
cantidad,0.36,0.76,0.0227813720703125,24
de,0.76,1.52,0.89111328125,24
personas,1.52,2.1,0.09222412109375,24
que,2.1,3.3,0.447998046875,24
fuman,3.3,3.98,0.0003230571746826172,24
ha,3.98,4.52,0.0014286041259765625,24
disminuido,4.52,5.68,0.5322265625,24
Después,0.0,0.44,0.68359375,25
de,0.44,0.92,0.748046875,25
llegar,0.92,1.54,0.98828125,25
a,1.54,1.98,0.9755859375,25
mi,1.98,2.08,0.99609375,25
"casa,",2.08,2.46,0.9990234375,25
voy,3.42,4.14,0.87939453125,25
a,4.14,4.66,0.99365234375,25
la,4.66,5.0,0.98974609375,25
cena,5.0,5.36,0.89306640625,25
El,0.0,0.18,0.003086090087890625,26
ladrón,0.18,0.56,0.2237548828125,26
al,0.56,0.58,0.003063201904296875,26
que,0.58,0.82,0.08453369140625,26
atrapó,0.82,1.1,0.146240234375,26
la,1.1,1.42,0.05853271484375,26
policía,1.42,1.42,0.482421875,26
era,1.42,1.42,0.105224609375,26
famoso,1.42,1.42,0.00171661376953125,26
Le,0.0,0.38,0.05621337890625,27
pedí,0.38,1.78,0.231201171875,27
a,1.78,2.06,0.03668212890625,27
una,2.06,2.88,0.0120849609375,27
amiga,2.88,4.14,0.2095947265625,27
Estar,0.0,0.3,0.2208251953125,28
a,0.3,0.58,0.015777587890625,28
la,0.58,0.88,0.140380859375,28
ruta,0.88,1.08,0.149169921875,28
es,1.08,1.3,0.8271484375,28
tan,1.3,1.54,0.03961181640625,28
difícil,1.54,2.42,0.9794921875,28
para,2.42,3.8,0.6943359375,28
estar,3.8,4.22,0.190185546875,28
a,4.22,4.36,0.55419921875,28
la,4.36,4.36,0.53857421875,28
ruta,4.36,4.54,0.966796875,28
¿Qué,0.0,0.46,0.22216796875,29
está,0.46,0.74,0.81591796875,29
en,0.74,1.24,0.9326171875,29
la,1.24,1.5,0.90673828125,29
mesa?,1.5,1.78,0.9873046875,29
¿Qué,2.76,3.02,0.247802734375,29
está,3.02,3.64,0.03533935546875,29
en,3.64,4.98,0.7734375,29
la,4.98,5.36,0.84423828125,29
